image_id,healthy,multiple_diseases,rust,scab
Test_398,1.285016e-05,2.052057e-06,0.9999851,1.4355552e-11
Test_399,6.2079755e-07,4.7229565e-10,2.3164293e-10,0.9999994
Test_400,0.00011672379,0.0034511257,0.9964322,3.092247e-09
Test_401,2.2741795e-06,4.1832973e-09,0.99999774,4.7647013e-08
Test_402,2.0160566e-11,2.3546747e-09,2.362352e-14,1.0
Test_403,1.114481e-06,0.44929892,0.550691,8.990812e-06
Test_404,1.2023916e-07,5.9487284e-06,2.2248274e-07,0.9999937
Test_405,3.944009e-12,6.1997717e-15,8.70534e-15,1.0
Test_406,4.1531444e-16,3.201265e-14,4.0693542e-15,1.0
Test_407,1.9000163e-07,1.0105143e-05,1.1288e-09,0.99998975
Test_408,1.20322575e-05,0.13580708,4.569062e-07,0.8641805
Test_409,2.953263e-07,0.0017212749,0.9982742,4.156826e-06
Test_410,3.807239e-08,8.5974e-09,2.4219871e-11,1.0
Test_411,1.0,2.314081e-14,1.50376e-11,5.5876682e-11
Test_412,0.0008084129,0.17543212,0.82358146,0.00017800575
Test_413,1.0,2.7023765e-14,5.1097665e-10,7.968337e-11
Test_414,9.708422e-10,1.0215276e-08,1.0,8.982362e-15
Test_415,1.3986627e-10,1.8799655e-09,1.0,1.1524088e-13
Test_416,0.0001708777,0.00011809685,6.964553e-05,0.9996414
Test_417,3.574768e-08,1.9456364e-05,0.99998045,3.411719e-11
Test_418,0.9999999,5.4791723e-08,2.3280597e-08,1.2543721e-07
Test_419,0.9995499,2.1170611e-07,0.00044981932,9.352151e-09
Test_420,1.0778081e-12,3.646507e-07,0.99999964,7.063512e-11
Test_421,1.870809e-12,1.4341031e-09,3.505814e-12,1.0
Test_422,0.23018189,0.015900899,0.0014457512,0.7524715
Test_423,0.15416518,0.2300222,0.61581224,3.3144053e-07
Test_424,3.2837909e-06,0.0040195906,0.99597365,3.4863654e-06
Test_425,0.22930472,1.4994465e-05,8.197728e-05,0.77059835
Test_426,2.5711817e-09,8.592654e-11,1.0,1.3110532e-10
Test_427,1.8390738e-12,7.723056e-12,1.2027998e-12,1.0
Test_428,3.5099576e-11,3.047742e-11,9.342456e-12,1.0
Test_429,7.480611e-08,0.00037275738,0.9996271,7.1755433e-09
Test_430,1.0214293e-05,2.642238e-05,0.9999634,2.688809e-09
Test_431,0.9986847,4.5711902e-05,0.0012621871,7.3550477e-06
Test_432,3.3095124e-10,3.771498e-12,2.5204901e-12,1.0
Test_433,2.706365e-10,5.4191023e-06,2.6932818e-09,0.99999464
Test_434,1.7381024e-10,9.823619e-08,1.2121704e-09,0.9999999
Test_435,0.9999999,5.107337e-11,2.1843084e-08,1.0232459e-07
Test_436,0.001556667,0.40854752,0.081188545,0.5087073
Test_437,9.989104e-05,8.9706205e-05,0.9998103,8.0972676e-08
Test_438,2.0501963e-11,6.124011e-08,0.9999999,2.255844e-11
Test_439,3.4461187e-09,3.720951e-09,1.0,1.2836362e-11
Test_440,8.2624814e-05,0.044067215,0.95584965,5.6119137e-07
Test_441,0.9989146,6.3829706e-05,0.000629763,0.00039181602
Test_442,1.8716605e-10,2.2832097e-08,1.0,1.0298306e-11
Test_443,0.0018372227,0.2084249,0.00027858297,0.7894593
Test_444,0.9999405,6.1954715e-06,5.322122e-05,6.0190814e-08
Test_445,0.00029027913,0.00035761905,0.99935085,1.3367523e-06
Test_446,7.4440905e-12,4.9272666e-07,0.9999994,6.906663e-08
Test_447,6.749833e-09,6.449268e-07,0.9999994,9.857728e-10
Test_448,4.38741e-09,7.7549964e-07,0.99999917,1.5292602e-09
Test_449,6.598001e-05,0.0011803927,0.003194479,0.9955591
Test_450,2.664829e-09,2.7537354e-08,1.0,1.6108255e-09
Test_451,4.840139e-13,1.910486e-08,1.0,2.6074162e-13
Test_452,5.766329e-07,1.9033077e-07,0.9999993,4.0827856e-15
Test_453,7.1643147e-10,1.6726657e-08,2.4864748e-06,0.9999975
Test_454,0.0065470054,0.0003133039,0.99313956,8.101458e-08
Test_455,3.5484768e-09,2.1300944e-05,1.0530572e-09,0.99997866
Test_456,3.4748755e-09,1.856584e-07,0.99999976,2.0064197e-11
Test_457,1.0936922e-08,8.5563926e-08,1.8287012e-06,0.9999981
Test_458,0.9613539,0.009689918,9.876549e-05,0.028857391
Test_459,1.7786311e-07,3.4189947e-05,0.99996567,1.7408897e-10
Test_460,0.0027475597,0.002298563,1.29573e-05,0.994941
Test_461,4.8567064e-11,3.8258924e-10,3.2491284e-11,1.0
Test_462,9.383995e-09,0.00031236553,0.99968755,1.4751394e-07
Test_463,1.6253685e-05,0.0042407652,6.312325e-05,0.99567986
Test_464,1.0,3.2621206e-10,8.767705e-09,1.1012945e-09
Test_465,4.1783937e-13,3.6717622e-09,1.0,1.4070785e-13
Test_466,5.2913525e-05,0.0042905784,0.9956405,1.6050704e-05
Test_467,1.5020673e-08,5.929406e-07,1.7060784e-09,0.9999994
Test_468,0.9999778,1.866864e-05,3.354942e-06,1.5063031e-07
Test_469,1.610419e-10,1.2596491e-11,1.0,5.0768114e-15
Test_470,2.8335062e-06,0.00027012872,0.0006680491,0.999059
Test_471,4.7168487e-09,1.2040876e-08,1.0,6.232823e-09
Test_472,0.99999785,1.4855247e-09,2.1344251e-06,3.2232887e-08
Test_473,0.0029227098,0.0062036635,0.99086726,6.354344e-06
Test_474,8.768745e-12,1.7424144e-10,1.0,3.4446243e-18
Test_475,2.9184187e-06,0.0013535909,4.728005e-07,0.998643
Test_476,0.0006379353,1.9025567e-05,9.998967e-06,0.99933296
Test_477,1.5844998e-05,1.8473737e-06,9.150414e-09,0.99998236
Test_478,2.1744541e-05,0.001425721,2.6235588e-08,0.9985525
Test_479,1.1770768e-12,1.5408224e-14,6.820637e-14,1.0
Test_480,1.2387759e-06,1.3540682e-05,0.999985,2.7615954e-07
Test_481,2.85785e-10,4.5565525e-06,4.938038e-09,0.99999547
Test_482,6.5936996e-07,7.888137e-08,1.6145555e-09,0.9999993
Test_483,1.7982126e-09,3.2058516e-08,1.0,1.2355155e-12
Test_484,0.9998087,3.063821e-07,6.4366407e-07,0.0001902391
Test_485,1.0,1.1518324e-14,3.3167435e-09,6.902172e-13
Test_486,6.5299766e-16,5.118194e-10,2.723495e-13,1.0
Test_487,1.0,7.882077e-13,2.393655e-08,3.2029357e-12
Test_488,2.2551945e-15,9.680298e-10,1.0,1.1339707e-10
Test_489,0.00039504794,7.717892e-06,0.99959725,7.37548e-11
Test_490,0.6839832,0.017259676,0.29721954,0.0015375693
Test_491,1.0180494e-05,1.9381115e-07,0.9999896,2.5386168e-10
Test_492,2.8376564e-07,6.2237064e-07,6.2434187e-09,0.99999905
Test_493,4.309359e-05,0.89492184,7.792897e-05,0.10495715
Test_494,8.197946e-07,0.0049046287,0.99509454,3.789119e-08
Test_495,5.1277745e-12,9.098e-13,5.33428e-12,1.0
Test_496,1.0,2.9798763e-13,1.1218916e-09,4.7352493e-08
Test_497,2.6798165e-07,6.4323165e-09,1.780748e-08,0.99999976
Test_498,1.0,7.405802e-12,8.381216e-09,2.2648387e-10
Test_499,1.8616674e-08,4.2218744e-06,0.9999957,2.2694474e-10
Test_500,6.2373566e-08,3.3756717e-08,0.9999999,2.0701483e-09
Test_501,1.0,1.2674879e-09,5.134812e-08,6.9277695e-10
Test_502,0.9999956,1.957151e-06,2.1943083e-06,3.1331948e-07
Test_503,9.637569e-11,2.0899504e-08,1.0,2.9485336e-12
Test_504,7.757357e-06,1.4955735e-07,1.3894533e-08,0.99999213
Test_505,5.4914322e-05,0.00021471365,3.0426222e-07,0.99973005
Test_506,2.4801564e-05,0.014570357,0.9852562,0.00014873191
Test_507,4.44642e-07,3.0345728e-07,0.9999993,2.8551275e-09
Test_508,1.9997983e-09,3.2733606e-06,0.9999968,8.758516e-13
Test_509,2.9921345e-08,9.9636175e-08,0.9999999,5.304182e-14
Test_510,9.214894e-05,0.00016346171,0.99974006,4.320295e-06
Test_511,9.3443496e-11,5.880615e-12,1.0852208e-11,1.0
Test_512,0.99999964,2.9237768e-10,1.8038772e-08,3.119201e-07
Test_513,0.8763568,0.00015753688,5.800435e-05,0.12342765
Test_514,0.9999995,2.3523944e-08,4.9291515e-07,1.3126195e-09
Test_515,1.0075952e-07,3.5338747e-09,0.9999999,1.4941293e-13
Test_516,3.5715933e-12,5.380765e-08,1.0,8.612794e-13
Test_517,1.1253983e-11,6.2214863e-06,1.8345003e-09,0.9999938
Test_518,5.623652e-07,1.7061184e-05,0.99997985,2.4573387e-06
Test_519,3.2350335e-06,0.0023337046,1.7192393e-08,0.997663
Test_520,0.0002828296,0.80836236,0.19127837,7.643317e-05
Test_521,0.99999225,4.0489937e-14,2.6789551e-13,7.702291e-06
Test_522,2.2681628e-14,2.690512e-10,1.0,9.269523e-12
Test_523,3.2738902e-13,1.5965425e-11,1.0,3.7494462e-14
Test_524,1.0864501e-08,3.767843e-07,0.99999964,8.961529e-12
Test_525,0.9967366,0.0014682381,0.0017148418,8.0313366e-05
Test_526,3.479224e-10,3.0506348e-07,0.99999964,2.2541748e-11
Test_527,3.190597e-05,0.0059343823,0.9940335,2.0471995e-07
Test_528,2.3145715e-08,2.953686e-05,0.99997044,3.7513974e-09
Test_529,1.4579492e-05,1.3034836e-06,0.004733352,0.9952507
Test_530,1.0,6.457351e-11,4.5729063e-08,4.904223e-09
Test_531,1.4659126e-06,0.014471214,0.9855274,1.6880339e-08
Test_532,3.4651228e-07,0.017020795,0.9829443,3.4602126e-05
Test_533,5.498851e-11,3.1306647e-06,3.05878e-11,0.9999969
Test_534,7.891705e-07,0.002764899,1.7499421e-07,0.99723417
Test_535,3.5265277e-08,9.102662e-07,0.99999905,1.4404583e-10
Test_536,0.23793297,5.1961746e-05,0.7620058,9.270009e-06
Test_537,9.056648e-06,3.3358352e-09,0.99999094,6.9634256e-13
Test_538,5.093983e-10,8.779168e-09,5.080561e-11,1.0
Test_539,0.9630077,9.003651e-09,0.036992297,9.511895e-12
Test_540,3.115992e-14,6.620013e-10,1.0,1.7948714e-13
Test_541,0.9997123,0.00012982622,0.00015745689,4.5581152e-07
Test_542,0.9999994,8.896292e-10,4.906569e-07,1.1589451e-07
Test_543,4.95155e-06,0.99910104,0.0008906376,3.3042681e-06
Test_544,2.0739785e-07,3.339399e-07,0.99999917,2.1919578e-07
Test_545,3.453068e-10,8.994279e-07,0.99999905,1.854389e-10
Test_546,8.933362e-07,5.385917e-05,5.573815e-07,0.9999447
Test_547,2.2353238e-15,3.2074548e-15,1.0,1.5053946e-20
Test_548,1.3934704e-07,0.0008268604,0.999173,1.6143087e-08
Test_549,3.6085475e-09,2.5980191e-09,1.4150781e-12,1.0
Test_550,1.0899476e-07,1.0189033e-05,1.5622416e-09,0.99998975
Test_551,0.9999988,1.4424684e-09,6.575768e-07,5.354322e-07
Test_552,0.00033990826,0.98955756,0.010088988,1.3649037e-05
Test_553,1.9387875e-07,4.616025e-06,1.4351606e-07,0.9999951
Test_554,0.021791384,0.0005134303,6.609238e-06,0.97768855
Test_555,0.00088606926,6.474774e-06,7.60995e-06,0.99909985
Test_556,1.0,4.3745554e-12,4.8376453e-10,7.1552375e-10
Test_557,1.992913e-08,0.9995763,0.00042320337,4.682145e-07
Test_558,1.5210594e-09,2.7567944e-06,0.99999726,1.5303455e-09
Test_559,1.0,7.93468e-12,1.2185151e-09,2.2926026e-10
Test_560,1.9234108e-08,4.2522263e-08,0.9999999,8.1144896e-10
Test_561,1.2824032e-06,0.00018425408,0.9998128,1.6386819e-06
Test_562,0.0028567212,0.00014332052,0.99699914,7.961901e-07
Test_563,0.00011504114,0.017789617,0.9820904,4.9676473e-06
Test_564,8.996908e-10,1.9093168e-06,0.9999981,8.7345514e-10
Test_565,0.070091985,0.03471999,0.895188,2.3531362e-08
Test_566,8.576157e-09,2.1633892e-07,0.99999976,1.557874e-09
Test_567,6.565282e-06,2.2081683e-06,4.352746e-11,0.9999912
Test_568,0.3036097,6.5613713e-06,0.69638366,6.0548814e-08
Test_569,0.0036326172,0.0086423615,3.217815e-06,0.98772186
Test_570,0.69773334,0.009664192,0.15180929,0.14079316
Test_571,2.3725747e-08,0.00024926435,0.9997507,1.0413857e-08
Test_572,2.7358356e-05,2.6427394e-08,3.215844e-08,0.9999726
Test_573,4.236436e-10,2.4984997e-13,2.5810896e-15,1.0
Test_574,1.890976e-05,6.2460495e-06,3.0039791e-05,0.9999448
Test_575,0.99982494,2.4169447e-05,4.088055e-05,0.000110058165
Test_576,5.9117905e-05,0.36609027,0.0021674521,0.63168323
Test_577,1.5757233e-10,1.8303924e-11,3.2581986e-09,1.0
Test_578,0.033509023,0.01410403,0.9462968,0.006090132
Test_579,0.25276235,0.7252652,0.021253891,0.00071850873
Test_580,3.741345e-09,6.065811e-07,0.9999994,1.1081523e-09
Test_581,1.0,1.3531052e-12,6.639515e-09,1.0168713e-09
Test_582,9.2929644e-05,0.00032008684,0.9995859,1.1059246e-06
Test_583,1.0,1.7397394e-12,5.638087e-09,4.988349e-08
Test_584,0.00015856046,7.9151914e-07,0.9998406,9.622351e-11
Test_585,8.232993e-09,9.1283184e-08,0.9999999,7.684686e-09
Test_586,1.0,1.9160921e-11,2.9591583e-09,1.0872419e-09
Test_587,2.1289028e-09,1.7455818e-13,1.0,5.3938228e-20
Test_588,2.0540227e-05,1.1195658e-05,0.9999683,2.6707678e-10
Test_589,0.0023599032,0.2579107,0.7389627,0.00076669117
Test_590,8.379407e-08,0.00015329145,0.9998466,2.5017325e-08
Test_591,0.00047807916,0.00014926287,0.99937135,1.3511758e-06
Test_592,0.9999974,6.5635413e-07,7.8162975e-07,1.1632574e-06
Test_593,1.2870844e-09,8.9375246e-10,1.0,7.486927e-12
Test_594,2.6368439e-09,1.1084622e-08,1.0,1.3492061e-12
Test_595,1.8313415e-11,5.1206257e-07,4.726602e-12,0.9999995
Test_596,0.9999993,4.0086172e-07,3.1952288e-07,1.2351025e-08
Test_597,1.10228704e-07,2.20269e-07,7.208493e-10,0.99999964
Test_598,0.024417264,0.1345033,0.8410778,1.6172834e-06
Test_599,2.3362447e-05,0.9931612,1.1636088e-05,0.006803851
Test_600,7.6384123e-07,0.00012528423,0.9998739,2.4064814e-08
Test_601,8.536879e-06,0.003921632,1.6507128e-06,0.9960681
Test_602,2.0376362e-06,0.36975786,0.00038019693,0.6298599
Test_603,3.3537455e-07,4.0095688e-07,2.4250584e-08,0.9999993
Test_604,0.003120515,0.045413446,0.9513182,0.00014777899
Test_605,0.99999964,2.1049116e-08,3.554526e-07,3.8850728e-10
Test_606,0.00042462317,1.8061692e-07,1.0983168e-08,0.9995752
Test_607,0.99998116,7.455721e-08,1.282281e-05,5.8524815e-06
Test_608,8.0383244e-05,0.0003491762,9.706343e-06,0.9995608
Test_609,0.9999969,2.1972749e-13,7.517791e-10,3.1271645e-06
Test_610,2.2573105e-16,1.6051699e-09,9.381387e-11,1.0
Test_611,1.0,4.683184e-14,3.9928354e-09,2.5828344e-14
Test_612,3.7325337e-11,8.563498e-11,1.0,6.4732514e-17
Test_613,1.0,7.574379e-10,7.874744e-09,1.30205e-09
Test_614,1.5150449e-11,3.6500174e-07,0.99999964,4.9966715e-11
Test_615,7.452534e-12,2.3278423e-08,1.0,1.0144293e-11
Test_616,0.00010336928,1.8467968e-07,8.78016e-07,0.9998956
Test_617,0.012247492,2.8787601e-05,4.9367994e-08,0.9877237
Test_618,2.1504684e-06,3.1939606e-05,3.1775894e-06,0.9999627
Test_619,0.16763268,0.73318535,0.09907375,0.00010823702
Test_620,6.337251e-07,0.9445261,0.05547305,2.2298264e-07
Test_621,0.0011411635,0.0102888765,7.201776e-05,0.9884979
Test_622,4.3085666e-07,1.9251688e-07,0.9999994,6.584541e-12
Test_623,3.9798536e-08,1.4477001e-05,3.9678762e-09,0.99998546
Test_624,1.8266948e-09,3.3943036e-06,0.99999666,3.689689e-08
Test_625,0.656333,0.047499277,0.0010572769,0.29511043
Test_626,7.317071e-10,8.734342e-08,0.9999999,3.1525345e-11
Test_627,0.9999982,6.1674933e-07,1.631252e-07,1.0727738e-06
Test_628,1.0043613e-07,2.6761459e-06,7.4799836e-08,0.99999714
Test_629,1.0,2.7466439e-15,2.3155991e-11,6.100235e-10
Test_630,1.0,2.2912769e-11,1.1063289e-08,3.378989e-08
Test_631,0.9999938,2.3025297e-08,2.7944446e-07,5.8768405e-06
Test_632,0.99998605,7.952955e-10,1.3954213e-05,2.776242e-08
Test_633,2.4093869e-10,1.8738336e-05,0.99998105,2.6063105e-07
Test_634,2.5290123e-07,1.2584103e-10,4.7726895e-11,0.99999976
Test_635,0.99999857,7.9161016e-09,1.4268267e-06,4.296047e-08
Test_636,2.6827458e-05,0.6357298,2.6789083e-05,0.36421657
Test_637,5.0737856e-07,8.3711266e-10,0.9999995,1.254579e-12
Test_638,0.99855477,8.140422e-06,3.2939577e-05,0.0014041961
Test_639,1.7050742e-06,0.0063118995,0.99368614,2.3898983e-07
Test_640,5.7341953e-09,6.7892984e-08,1.0724137e-07,0.99999976
Test_641,6.481134e-06,0.0002420006,0.99975127,2.5209079e-07
Test_642,2.899582e-09,2.5028805e-07,6.3736405e-11,0.99999976
Test_643,0.9999932,7.166481e-07,6.0605257e-06,5.102206e-09
Test_644,4.2639092e-10,3.4689844e-08,4.170416e-09,1.0
Test_645,0.9999286,4.9618322e-08,7.141833e-05,1.6823458e-10
Test_646,8.6752834e-07,1.0948742e-09,0.99999917,1.5393959e-11
Test_647,1.2437758e-05,0.7933863,0.20658629,1.4936286e-05
Test_648,0.9999999,3.8242506e-10,1.123023e-07,2.5920162e-08
Test_649,5.272267e-06,5.8309606e-08,0.99999464,7.5868554e-11
Test_650,4.9670033e-09,3.2800032e-09,1.0,1.5154435e-12
Test_651,3.6864014e-12,1.3422163e-09,2.2436976e-10,1.0
Test_652,0.00010655462,9.029411e-05,0.9998023,8.0278147e-07
Test_653,1.0,4.5997833e-10,6.3744023e-09,4.3443972e-08
Test_654,0.0063871616,0.00020581235,0.9934058,1.1711621e-06
Test_655,3.169812e-13,4.669322e-11,1.0958606e-10,1.0
Test_656,3.3329198e-17,8.386085e-18,8.9730376e-17,1.0
Test_657,5.693499e-07,9.073907e-05,0.9999087,1.7641465e-08
Test_658,1.0,2.11253e-12,4.007278e-09,1.9444675e-10
Test_659,2.3865201e-08,5.249288e-07,0.0057716854,0.99422765
Test_660,2.4362507e-05,0.6283447,0.3715539,7.706411e-05
Test_661,0.00020628906,0.085842274,1.6395767e-05,0.91393507
Test_662,2.1812471e-13,2.2519035e-10,6.210057e-11,1.0
Test_663,1.6410884e-06,1.9830175e-05,0.99997854,4.427969e-08
Test_664,2.997661e-10,7.4737585e-08,0.9999999,1.6800382e-10
Test_665,3.660661e-06,8.46107e-05,1.5382135e-07,0.99991155
Test_666,9.352044e-09,7.8979057e-10,1.0,9.578181e-14
Test_667,0.99999464,3.289879e-09,2.5637141e-06,2.822857e-06
Test_668,2.3821951e-06,0.00044689322,0.99955064,1.14732046e-07
Test_669,3.8623995e-07,6.145926e-08,0.9999995,2.8774963e-11
Test_670,1.9458391e-06,0.0017578348,0.9982395,6.7432455e-07
Test_671,6.88907e-10,2.873819e-10,1.0,1.7211154e-15
Test_672,0.9999999,3.2597566e-10,1.051852e-07,4.7783697e-09
Test_673,0.19457754,0.21950585,0.58497554,0.0009410794
Test_674,7.878002e-08,2.164527e-05,0.99997807,2.4871412e-07
Test_675,1.0,1.0455498e-10,1.1878054e-08,2.8212273e-08
Test_676,1.0,1.8052236e-12,3.5856557e-11,2.6092908e-10
Test_677,5.1432377e-08,1.986532e-05,1.8972075e-09,0.9999801
Test_678,7.32995e-07,3.4910153e-10,1.6965944e-11,0.9999993
Test_679,1.3416803e-06,9.246534e-05,0.9998995,6.680573e-06
Test_680,2.8123301e-08,1.9646302e-08,6.9966426e-08,0.9999999
Test_681,0.9999362,1.6713628e-06,6.0200404e-05,1.9189847e-06
Test_682,1.0,6.74113e-12,9.1946815e-09,1.03293485e-11
Test_683,1.110359e-14,5.8224562e-12,1.0508774e-11,1.0
Test_684,1.193439e-07,6.36858e-09,2.393989e-11,0.9999999
Test_685,1.0,1.30200165e-11,3.0570792e-08,2.985053e-13
Test_686,5.3659054e-15,1.1937195e-12,4.6557234e-15,1.0
Test_687,0.9999988,5.98624e-08,1.0624635e-06,2.588254e-08
Test_688,8.227843e-06,0.0878949,0.00029686297,0.9118001
Test_689,2.158367e-07,4.0611603e-10,4.2343187e-10,0.99999976
Test_690,2.7382907e-11,5.0104093e-10,2.652945e-14,1.0
Test_691,1.0,3.7323023e-13,7.9495477e-10,1.3488935e-10
Test_692,9.980894e-11,4.3949118e-08,1.0,1.8404836e-13
Test_693,1.0,2.4966563e-13,7.294396e-11,1.0530867e-11
Test_694,8.9158115e-05,0.006050884,0.0034678266,0.9903922
Test_695,1.0,1.9569606e-11,3.167117e-09,4.0681807e-12
Test_696,1.551301e-12,3.1421502e-10,0.99999976,1.9127673e-07
Test_697,4.1000456e-07,6.282295e-08,0.9999995,7.9267265e-10
Test_698,1.0,7.024459e-11,3.6565076e-08,5.605102e-10
Test_699,6.8793404e-10,3.4708442e-08,2.2391274e-10,1.0
Test_700,6.568104e-11,1.3573263e-12,1.0,7.357101e-16
Test_701,8.825928e-06,0.00012632705,6.0290284e-07,0.9998642
Test_702,0.00036939004,4.415805e-06,3.2194022e-10,0.99962616
Test_703,2.2150382e-10,1.8781154e-06,0.9999981,9.983693e-11
Test_704,2.834424e-09,8.828152e-12,1.0,2.0161489e-11
Test_705,2.8148277e-05,5.9366812e-05,0.9999124,6.4521046e-08
Test_706,0.9999994,1.7505847e-10,6.1008114e-07,2.3396512e-11
Test_707,7.841889e-13,4.497454e-11,1.2891993e-10,1.0
Test_708,0.0024161534,8.855884e-05,2.2144123e-07,0.99749506
Test_709,6.498821e-10,9.889834e-12,1.0,4.822468e-19
Test_710,1.2618065e-06,0.008025358,0.99197257,8.747824e-07
Test_711,1.0,5.7349132e-11,2.8136771e-08,6.58887e-11
Test_712,3.7307072e-07,8.5684505e-06,3.092854e-10,0.99999106
Test_713,9.737027e-06,0.9893162,3.436749e-05,0.010639625
Test_714,0.0028015645,0.34333462,0.00090721715,0.6529566
Test_715,3.8957312e-17,2.5884085e-13,1.0,1.07769114e-16
Test_716,1.0112552e-15,2.1230526e-12,1.3827198e-12,1.0
Test_717,3.4049927e-09,2.8599575e-06,0.99999714,1.3335308e-10
Test_718,0.005777005,1.8520399e-05,0.99420446,5.165368e-08
Test_719,2.7221517e-08,6.786914e-09,1.0,4.5328814e-12
Test_720,0.9999999,9.785049e-10,9.977425e-08,5.2389538e-08
Test_721,1.1815005e-05,0.031862937,0.9681253,4.5416517e-08
Test_722,2.7606018e-06,1.49954185e-05,0.99998224,2.7007674e-10
Test_723,0.9999851,6.59883e-08,1.4746641e-05,5.632328e-09
Test_724,0.0010475967,0.00034249897,0.9986099,3.2470608e-09
Test_725,0.00013650557,2.696919e-06,2.8084481e-09,0.99986076
Test_726,7.116206e-17,1.7602351e-14,1.6057881e-13,1.0
Test_727,0.00010064378,0.903224,0.09655913,0.000116200994
Test_728,0.00010027978,0.36462232,0.6352713,6.1392557e-06
Test_729,2.3933169e-12,7.958517e-13,1.0,6.9973855e-17
Test_730,0.68193954,0.06735741,0.04187009,0.20883298
Test_731,0.00037965772,0.00031639,0.99930096,2.9892874e-06
Test_732,0.00010311007,0.030062964,0.9698313,2.602042e-06
Test_733,2.2794315e-07,0.99997985,1.4408547e-05,5.4447733e-06
Test_734,1.0,1.8963813e-12,4.4794102e-10,9.754048e-09
Test_735,0.99958545,8.901138e-08,3.1803083e-07,0.00041415857
Test_736,0.988749,0.009277844,0.0018941156,7.903634e-05
Test_737,2.987528e-11,1.8638885e-16,9.104615e-09,1.0
Test_738,0.999998,2.973309e-08,1.9485245e-07,1.8205905e-06
Test_739,5.1027173e-13,3.605515e-08,1.0,3.4548897e-10
Test_740,1.1745674e-08,8.964641e-09,2.7938596e-11,1.0
Test_741,4.3731937e-08,4.564828e-07,7.035457e-09,0.9999995
Test_742,2.5439007e-07,4.3024678e-10,1.5337888e-09,0.99999976
Test_743,1.7712335e-07,4.5040522e-08,0.99999964,1.2574355e-07
Test_744,0.9811979,0.002161508,0.0010604326,0.0155802155
Test_745,1.0,3.3162132e-12,7.669282e-09,3.4976542e-11
Test_746,1.24136195e-08,1.4223059e-08,1.0,1.0232259e-12
Test_747,0.9999951,4.1813415e-08,4.9131804e-06,2.0395653e-08
Test_748,4.0578926e-10,1.7355624e-07,1.0304278e-07,0.99999976
Test_749,4.467567e-10,1.516606e-08,9.549533e-12,1.0
Test_750,0.70933044,0.0008798539,0.0001897499,0.28959998
Test_751,4.004402e-05,2.6447067e-05,0.99993324,2.1128233e-07
Test_752,0.000150214,1.2232078e-06,1.6100853e-07,0.99984837
Test_753,5.8460797e-12,6.6926134e-08,0.9999999,3.4787206e-10
Test_754,0.77642834,0.06260173,0.11636228,0.04460762
Test_755,6.155166e-05,4.9431624e-06,3.2824527e-08,0.9999335
Test_756,1.0,7.516914e-13,1.9169129e-09,2.7192286e-09
Test_757,4.2638277e-08,8.116174e-05,7.163505e-10,0.9999188
Test_758,0.99999976,5.911585e-12,6.454934e-08,2.2424169e-07
Test_759,0.9899941,0.00016643373,0.0060558105,0.0037836856
Test_760,0.99999213,3.7225474e-09,7.865749e-06,3.112493e-10
Test_761,0.0017259052,0.80454224,0.00037759572,0.19335425
Test_762,6.169906e-10,5.9627945e-12,1.0,9.69645e-21
Test_763,0.0064132377,0.06869994,0.9238534,0.0010335033
Test_764,0.9999999,3.405302e-12,4.9018754e-09,7.575094e-08
Test_765,0.6554821,0.0011786761,3.434655e-07,0.34333885
Test_766,2.8056138e-18,3.0742626e-13,1.2396056e-13,1.0
Test_767,1.0,3.2275944e-16,2.4609868e-11,1.5439307e-12
Test_768,8.475887e-09,1.2926348e-09,2.0098203e-12,1.0
Test_769,8.4511584e-07,4.0096247e-06,0.9999945,5.86051e-07
Test_770,0.078066505,1.6495759e-06,4.439094e-06,0.92192745
Test_771,3.5491558e-12,7.3352155e-08,0.9999999,1.8292526e-13
Test_772,1.06145235e-08,3.871748e-05,2.4485616e-09,0.99996126
Test_773,1.5094017e-08,0.00010197191,0.99989796,4.1848608e-08
Test_774,6.9044823e-09,1.65516e-07,2.4007246e-05,0.9999759
Test_775,0.018001603,0.018677931,0.96303445,0.0002859582
Test_776,0.99815816,4.652367e-06,0.0018259007,1.13300175e-05
Test_777,1.0,2.5024014e-09,2.0350678e-08,9.520667e-09
Test_778,0.26407748,0.49676368,0.23685187,0.0023070117
Test_779,7.880548e-12,1.6617794e-11,7.589394e-09,1.0
Test_780,0.99999964,3.640181e-12,6.114541e-09,3.9298743e-07
Test_781,0.99999964,3.4864147e-08,2.9862397e-07,6.8304415e-09
Test_782,6.49694e-07,0.014904687,0.9850936,1.1007121e-06
Test_783,8.138546e-14,1.0533955e-08,1.0,7.608825e-14
Test_784,2.2956228e-09,8.754958e-08,0.9999999,6.998821e-11
Test_785,0.99999976,5.8479477e-10,2.3775846e-07,3.419357e-10
Test_786,1.6837159e-05,0.0117040705,0.9882791,3.4767382e-08
Test_787,1.0030673e-12,5.6369887e-09,0.99999976,2.6693408e-07
Test_788,1.0,3.3614753e-14,8.382849e-12,9.362261e-11
Test_789,1.6873109e-07,3.904399e-08,0.99999976,1.1868126e-13
Test_790,1.9658868e-05,0.8786295,0.114293,0.007057832
Test_791,0.22808507,5.2184568e-08,2.5920014e-07,0.77191466
Test_792,5.273929e-08,1.0757055e-06,0.9999989,1.1589412e-09
Test_793,0.00017890446,0.029039573,0.97077686,4.6169353e-06
Test_794,0.00023734232,0.33992,0.119619176,0.5402234
